"Group","Species","N_Years","First_Year","Last_Year","N_Records","Mean_growth_rate","Lower_CI","Upper_CI","Precision"
"Bryophytes","Pylaisia polyantha",40,1976,2015,107,5.0493,0.574678718164944,9.42109126723978,0.208573891547967
"Bryophytes","Racomitrium aciculare",46,1970,2015,1694,1.1923,0.178459575978518,2.32662565892364,3.31669119532326
"Bryophytes","Racomitrium aquaticum",45,1971,2015,666,0.323,-0.956818950628398,1.78571757219247,1.88563635309921
"Bryophytes","Racomitrium canescens s.l.",45,1971,2015,671,0.2282,-0.997656478851886,1.48368994107484,2.39522081623989
"Bryophytes","Racomitrium ellipticum",41,1975,2015,104,0.8815,-1.8632575934902,4.96026082475756,0.391299667173764
"Bryophytes","Racomitrium fasciculare",45,1971,2015,1127,1.032,-0.121147972715626,2.39210263674912,2.24266100413238
"Bryophytes","Racomitrium heterostichum s.l.",46,1970,2015,1493,0.7495,-0.215721334804109,1.88108909930335,3.27281700150107
"Bryophytes","Racomitrium lanuginosum",46,1970,2015,1447,0.6313,-0.32102244288275,1.77945349635166,3.42937486559383
"Bryophytes","Radula aquilegia",45,1971,2015,112,1.4132,-1.00211003269498,4.51004991287024,0.500526242236168
"Bryophytes","Radula complanata",46,1970,2015,2463,2.9382,1.76483106928993,4.39424443663155,2.03146624198978
"Bryophytes","Radula lindenbergiana",46,1970,2015,77,-0.8398,-3.79903592947173,2.69532744325906,0.363249994607571
"Bryophytes","Reboulia hemisphaerica",45,1971,2015,245,-0.4112,-2.3734390940758,1.63610342239013,0.907445786092723
"Bryophytes","Rhabdoweisia crenulata",39,1977,2015,78,2.0856,-1.85650671088458,6.53351864919771,0.20634273669801
"Bryophytes","Rhabdoweisia crispata",45,1971,2015,113,-0.5369,-2.75122007240627,0.818038942345329,1.24523456019637
"Bryophytes","Rhabdoweisia fugax",45,1971,2015,80,-1.3225,-3.56037457542773,0.273083349019485,0.958542436266356
"Bryophytes","Rhizomnium pseudopunctatum",44,1972,2015,154,-0.3565,-2.20772002692468,1.21269004161132,1.26728947675517
"Bryophytes","Rhizomnium punctatum",46,1970,2015,3623,0.0282,-0.522130456347806,0.714809415326595,9.75153421687802
"Bryophytes","Rhodobryum roseum",43,1973,2015,136,-0.3999,-2.65052744832233,1.9069049560327,0.701610630806209
"Bryophytes","Rhynchostegiella teneriffae",45,1970,2014,181,-1.3808,-4.25511522230507,1.56017755497814,0.443046069408316
"Bryophytes","Rhynchostegium confertum",46,1970,2015,5237,1.0213,0.245368466655592,1.97083752194113,4.84834115962275
"Bryophytes","Rhynchostegium megapolitanum",42,1973,2014,191,0.7875,-1.83266001900648,3.55021981822844,0.572441961584505
"Bryophytes","Rhynchostegium murale",45,1971,2015,673,-1.2862,-2.84550788460567,0.374747211139955,1.52095960918641
"Bryophytes","Rhytidiadelphus loreus",46,1970,2015,2449,0.7136,-0.0791360678598643,1.55762705981658,5.969111676253
"Bryophytes","Rhytidiadelphus squarrosus",46,1970,2015,9568,0.8428,0.262402702912526,1.50477861799446,10.467995826034
"Bryophytes","Rhytidiadelphus triquetrus",46,1970,2015,2663,-0.2708,-1.10550376636647,0.686108677812518,5.23467589939044
"Bryophytes","Rhytidium rugosum",45,1970,2014,78,-1.0026,-3.63505373478482,1.49863576334577,0.571831468042077
"Bryophytes","Riccardia chamedryfolia",46,1970,2015,967,0.2374,-0.83876687329896,1.39064548059396,2.79630217735787
"Bryophytes","Riccardia incurvata",38,1978,2015,50,1.0653,-2.81638049437869,5.03134637324423,0.265258967740862
"Bryophytes","Riccardia latifrons",44,1971,2014,124,-0.5351,-4.01564718634277,3.2554009431288,0.306691408146011
"Bryophytes","Riccardia multifida",45,1971,2015,691,0.7111,-0.749697297938929,2.32924443203932,1.5536272350695
"Bryophytes","Riccardia palmata",46,1970,2015,274,0.2983,-1.61867443895112,3.113688530439,0.727159601116262
"Bryophytes","Riccia cavernosa",44,1971,2014,160,-0.0053,-2.78773132621017,2.74919861531334,0.52347653181965
"Bryophytes","Riccia fluitans",45,1970,2014,216,-1.2485,-3.68437775095386,1.31078587364356,0.652447740737768
"Bryophytes","Riccia glauca",46,1970,2015,353,-1.1083,-3.61993513015266,1.27703672994099,0.670937725098434
"Bryophytes","Riccia sorocarpa",45,1971,2015,659,-0.0874,-1.41820736868326,1.23401729299444,2.15000275168535
"Bryophytes","Riccia subbifurca",37,1978,2014,113,2.6282,-1.21382111163817,7.28790537779187,0.209456014963002
"Bryophytes","Ricciocarpos natans",37,1979,2015,66,0.0198,-3.72386542471791,4.38090987619315,0.227814476477083
"Bryophytes","Saccogyna viticulosa",46,1970,2015,761,-0.0591,-1.35027265363289,1.37244880298268,1.90764541709979
"Bryophytes","Sanionia uncinata",46,1970,2015,458,1.4291,-0.854949145702172,4.30344339482108,0.525243061840287
"Bryophytes","Sarmentypnum exannulatum",45,1971,2015,505,1.6222,-0.253353209555633,3.82484934852814,1.02046281009273
"Bryophytes","Sarmentypnum sarmentosum",41,1975,2015,202,0.7249,-1.11351874318743,3.07992585631374,1.02661248785856
"Bryophytes","Scapania aequiloba",34,1981,2014,68,0.8959,-0.570623383189443,3.60097062092828,0.995678724080589
"Bryophytes","Scapania aspera",46,1970,2015,432,-0.4361,-2.10534763751177,1.21976224312159,1.31348354978741
"Bryophytes","Scapania compacta",45,1971,2015,451,-0.2511,-1.72420210697807,1.36727362483243,1.46447103494626
"Bryophytes","Scapania gracilis",46,1970,2015,1012,0.3687,-0.85569535404131,1.7842842854138,2.35844838381815
"Bryophytes","Scapania irrigua",46,1970,2015,465,-0.3538,-1.90581408551086,1.33710672509179,1.47767303394841
"Bryophytes","Scapania nemorea",46,1970,2015,760,-0.4169,-1.51205763392289,0.767202884101582,2.87146390168766
"Bryophytes","Scapania ornithopodioides",34,1981,2014,96,0.7008,-1.71100506104472,3.69711679412245,0.542613610025821
"Bryophytes","Scapania scandica",46,1970,2015,140,-0.6259,-2.64509836506259,0.627472226806678,1.32520999998508
"Bryophytes","Scapania subalpina",45,1971,2015,70,-2.1641,-5.00923566217328,-0.0159330058438298,0.585908348138051
"Bryophytes","Scapania uliginosa",34,1981,2014,64,-0.2086,-3.71897143768912,2.27236190538843,0.592515826835138
"Bryophytes","Scapania umbrosa",46,1970,2015,264,-1.102,-2.72017510215462,0.953109805127268,1.20956557131145
"Bryophytes","Scapania undulata",46,1970,2015,2039,0.9119,-0.0726083814177625,1.99876217745742,3.49470049984708
"Bryophytes","Schistidium apocarpum s.l.",46,1970,2015,4003,2.3278,1.33785446298334,3.50434578784939,3.33602277932171
"Bryophytes","Schistidium maritimum",44,1972,2015,229,-1.4156,-3.67569868290164,0.815039339878186,0.716685074907948
"Bryophytes","Schistidium rivulare s.l.",45,1971,2015,404,0.8114,-1.12404525972534,2.8563751888742,0.916282538904364
"Bryophytes","Schistostega pennata",46,1970,2015,113,1.3382,-1.11502836015018,3.97218843020432,0.597022364010835
"Bryophytes","Sciuro-hypnum plumosum",46,1970,2015,1460,0.736,-0.32544950982659,2.08174379211168,2.75220031755722
"Bryophytes","Sciuro-hypnum populeum",46,1970,2015,582,0.7008,-0.553311630709499,2.12225769221287,2.35750901840404
"Bryophytes","Scleropodium cespitans",45,1971,2015,322,-0.5187,-2.26155086023942,1.36714704350717,1.28955628792517
"Bryophytes","Scleropodium touretii",41,1974,2014,138,0.3479,-2.80558566518822,3.28686550074879,0.376619954914715
"Bryophytes","Scopelophila cataractae",33,1983,2015,88,1.1949,-2.2482572800359,5.20450865352033,0.286451074752766
"Bryophytes","Scorpidium revolvens s.l.",46,1970,2015,963,0.1807,-1.0204986028031,1.45929097310168,2.61919351055463
"Bryophytes","Scorpidium scorpioides",45,1971,2015,390,0.4545,-0.939834904841173,2.04876128341027,1.87841425269538
"Bryophytes","Scorpiurium circinatum",44,1971,2014,241,1.1977,-0.881510283454839,3.83988610309118,0.731000594044634
"Bryophytes","Seligeria acutifolia",44,1970,2013,65,0.0994,-4.09009433415697,4.18060089049279,0.222567993547901
"Bryophytes","Seligeria calcarea",46,1970,2015,127,0.4105,-3.41707887575993,4.7533097497573,0.232455884483019
"Bryophytes","Seligeria calycina",46,1970,2015,328,-1.3349,-2.94921917518511,0.203924748267075,1.52124969952989
"Bryophytes","Seligeria donniana",42,1974,2015,56,0.1241,-2.38530744387533,2.86535860020911,0.650722448834738
"Bryophytes","Seligeria pusilla",42,1974,2015,103,1.4908,-1.35342129948635,5.05243408147628,0.381379750346437
"Bryophytes","Seligeria recurvata",41,1975,2015,177,-0.6191,-2.75113277669618,1.51039045165525,0.852367934636816
"Bryophytes","Solenostoma gracillimum",46,1970,2015,911,-0.6701,-2.01219908577866,0.849652895336586,1.909086047613
"Bryophytes","Solenostoma hyalinum",45,1971,2015,102,0.5457,-1.27243923120499,2.89055869066587,0.977305979114529
"Bryophytes","Solenostoma obovatum",41,1975,2015,74,0.2115,-1.50884388179849,1.59436928624372,1.58520895954825
"Bryophytes","Solenostoma paroicum",46,1970,2015,89,-0.3272,-2.57526798172612,1.1755603716604,1.09903039088828
"Bryophytes","Solenostoma sphaerocarpum",44,1972,2015,89,0.0566,-1.97606815102903,2.18006829466405,0.899918494020237
"Bryophytes","Sphagnum capillifolium",45,1971,2015,1768,1.012,-0.0843744442713351,2.40734364371449,2.36807883054884
"Bryophytes","Sphagnum compactum",45,1971,2015,510,-0.4777,-1.97805378869396,1.09644065804769,1.54506928001596
"Bryophytes","Sphagnum contortum",42,1974,2015,250,2.8442,0.391217141730896,5.51190509682774,0.593713492473223
"Bryophytes","Sphagnum cuspidatum",45,1971,2015,994,0.6175,-0.559435484747238,1.86305197432241,2.6038127166923
"Bryophytes","Sphagnum denticulatum s.l.",45,1971,2015,2526,2.3571,1.26903389103509,3.72362463368742,2.30791305194206
"Bryophytes","Sphagnum fimbriatum",44,1972,2015,1360,1.5625,0.344147512343504,2.9118097617362,2.30841894300728
"Bryophytes","Sphagnum fuscum s.l.",39,1977,2015,102,0.6769,-2.60356078628733,4.35012972307855,0.328903634513549
"Bryophytes","Sphagnum girgensohnii",43,1973,2015,310,1.6363,0.0264503645044115,3.51362898236842,1.27948602074817
"Bryophytes","Sphagnum imbricatum s.l.",45,1971,2015,106,-0.0736,-2.89360610277924,2.93858847284224,0.493026979612879
"Bryophytes","Sphagnum magellanicum",45,1971,2015,388,0.8473,-1.08226280997801,3.01836052552137,0.947045352125701
"Bryophytes","Sphagnum molle",44,1971,2014,136,2.9685,-1.4177378164967,7.95347657529621,0.162345681961226
"Bryophytes","Sphagnum palustre",46,1970,2015,2685,0.8197,-0.0900809171424196,1.80326926475618,4.43263238049695
"Bryophytes","Sphagnum papillosum",45,1971,2015,1425,0.819,-0.349392936067157,2.28137927911728,2.13277089095094
"Bryophytes","Sphagnum platyphyllum",30,1986,2015,87,4.796,-2.03891975471656,12.6574500986221,0.0689648410292308
"Bryophytes","Sphagnum pulchrum",37,1978,2014,131,-0.4755,-5.78999482668144,4.99759029544489,0.150173996608331
"Bryophytes","Sphagnum quinquefarium",46,1970,2015,525,1.291,-0.51471034747525,3.6173397289353,0.97389310905349
"Bryophytes","Sphagnum recurvum s.l.",46,1970,2015,2156,1.1308,-0.00390757274091268,2.33257168525426,2.81997885262148
"Bryophytes","Sphagnum russowii",41,1975,2015,253,2.387,0.361423163083157,4.90688222296401,0.775368136288641
"Bryophytes","Sphagnum squarrosum",44,1972,2015,882,0.8935,-0.203789821299866,2.14084469051712,2.7999399215508
"Bryophytes","Sphagnum subnitens",46,1970,2015,2079,1.1641,0.242151167865034,2.30495278789643,3.65815022199592
"Bryophytes","Sphagnum tenellum",45,1971,2015,765,1.0037,-0.479333745997967,2.57354668807501,1.75489282385101
"Bryophytes","Sphagnum teres",45,1971,2015,326,0.5989,-1.20684986381238,2.4855042076356,1.18948051003833
"Bryophytes","Sphagnum warnstorfii",40,1976,2015,98,1.044,-1.31045871867117,3.68730776008198,0.644471163508288
"Bryophytes","Splachnum ampullaceum",35,1981,2015,109,2.9867,0.0755984976132274,6.15454174461217,0.366921417041399
"Bryophytes","Splachnum sphaericum",45,1971,2015,99,-0.0279,-1.79006363184103,2.42590919348478,1.0161494661302
"Bryophytes","Straminergon stramineum",46,1970,2015,637,0.5926,-0.98833848252661,2.13737875294867,1.45295800405165
"Bryophytes","Syntrichia laevipila",46,1970,2015,787,-0.1366,-1.40007182734415,1.23161917793115,2.17062198189241
"Bryophytes","Syntrichia latifolia",46,1970,2015,820,0.3899,-0.904098319499685,1.64163193068704,2.30949679397724
"Bryophytes","Syntrichia montana",46,1970,2015,2687,1.7206,0.600551872804585,2.88910837282602,2.79419468113981
"Bryophytes","Syntrichia papillosa",42,1974,2015,472,4.4023,1.86204952412748,7.20027450567953,0.531269393006698
"Bryophytes","Syntrichia ruralis var. ruraliformis",45,1971,2015,736,1.7869,-0.408633389012847,3.69645910391227,1.00214974756001
"Bryophytes","Syntrichia virescens",42,1974,2015,378,6.7825,3.05497007540501,10.7769561246002,0.269465425623632
"Bryophytes","Targionia hypophylla",45,1970,2014,53,0.1018,-3.60588136752342,3.37684282992531,0.353275951891046
"Bryophytes","Taxiphyllum wissgrillii",46,1970,2015,232,0.032,-1.88328410702996,2.12018832027196,1.02517177479136
"Bryophytes","Tetraphis pellucida",46,1970,2015,1907,-0.6475,-1.50613007170154,0.326247258043955,4.87755227994293
"Bryophytes","Tetraplodon mnioides",43,1973,2015,123,2.5769,-0.3481018582024,6.04386810980742,0.345676589054785
"Bryophytes","Tetrodontium brownianum",45,1971,2015,95,-0.844,-3.82321537748103,1.41839297464966,0.536452395308447
"Bryophytes","Thamnobryum alopecurum",46,1970,2015,4014,0.7716,0.0206069869372622,1.59037637215638,6.07060434690307
"Bryophytes","Thuidium assimile",45,1971,2015,127,-0.7867,-3.35730866495149,2.01977838922952,0.537878465601833
"Bryophytes","Thuidium delicatulum",46,1970,2015,411,-0.0601,-1.75293742346914,2.16862501919842,1.0100451834563
"Bryophytes","Thuidium tamariscinum",46,1970,2015,5969,0.4794,-0.113614041519226,1.14889152539436,9.43821877948897
"Bryophytes","Tomentypnum nitens",39,1975,2013,53,-0.3888,-3.31745808070055,2.37784899322144,0.468728928679347
"Bryophytes","Tortella flavovirens",42,1973,2014,284,0.2937,-2.20682769362809,2.54282948859548,0.688227105399922
"Bryophytes","Tortella inflexa",45,1971,2015,103,-0.6934,-3.69807882586861,2.69802328365027,0.394405288429576
"Bryophytes","Tortella nitida",43,1973,2015,339,2.3259,-0.185751934369141,5.03506862629253,0.545047949732864
"Bryophytes","Tortella tortuosa",46,1970,2015,1379,0.6271,-0.362983467975891,1.72638685550085,3.29643998523738
"Bryophytes","Tortula atrovirens",26,1989,2014,69,-0.6473,-6.75453960286904,5.03715270357838,0.102039876507403
"Bryophytes","Tortula lanceola",43,1972,2014,217,-1.2305,-3.57388844431933,1.27479804796757,0.658207064424265
"Bryophytes","Tortula marginata",45,1971,2015,435,0.7933,-1.41959540357549,3.54396899622074,0.642835609629203
"Bryophytes","Tortula modica",45,1971,2015,246,-0.1063,-1.74671325276443,1.54669896508631,1.3690000223272
"Bryophytes","Tortula muralis",46,1970,2015,6527,0.5313,-0.145370860731122,1.25454035834113,7.49769113287213
"Bryophytes","Tortula protobryoides",43,1973,2015,187,0.7135,-2.20204502834536,3.54141328652048,0.465228998757929
"Bryophytes","Tortula subulata agg.",46,1970,2015,526,-1.5132,-3.00094567068069,-0.00205615268672385,1.62530676757436
"Bryophytes","Tortula truncata",46,1970,2015,1766,-0.7986,-2.07963341197672,0.433842118841323,2.44167802055978
"Bryophytes","Tortula viridifolia",40,1976,2015,90,0.7784,-4.17241976406827,6.37760874256104,0.130744497108437
"Bryophytes","Trichocolea tomentella",46,1970,2015,299,-0.9892,-2.65673570286591,0.89739210703485,1.25648856192602
"Bryophytes","Trichodon cylindricus",45,1971,2015,700,-0.7714,-2.353773207648,0.883734797183843,1.46824778615117
"Bryophytes","Trichostomum brachydontium",46,1970,2015,1188,0.6619,-0.581059676669808,1.96489286453437,2.16230134874498
"Bryophytes","Trichostomum crispulum",46,1970,2015,952,-0.5809,-1.88414558841884,0.674068136934384,2.41932266814159
"Bryophytes","Tritomaria exsectiformis",46,1970,2015,135,-0.3717,-2.2745548364477,1.66201068509085,1.15437725577654
"Bryophytes","Tritomaria quinquedentata",46,1970,2015,457,-0.113,-1.62222866685231,1.58578590940656,1.400831985812
"Bryophytes","Ulota crispa s.l.",46,1970,2015,5091,2.582,1.60830305406661,3.8266534630286,3.1295431640002
"Bryophytes","Ulota drummondii",45,1970,2014,93,-0.2243,-2.87912641628192,2.9422980575051,0.492019076795601
"Bryophytes","Ulota hutchinsiae",40,1976,2015,50,-0.7246,-8.12907649069537,1.3165959225869,0.177898672421531
"Bryophytes","Ulota phyllantha",46,1970,2015,2239,3.8823,1.94761506189184,6.38254497117745,0.79997318004089
"Bryophytes","Warnstorfia fluitans",46,1970,2015,324,-0.7863,-2.26098342656375,0.629583021543282,1.88164694799012
"Bryophytes","Weissia brachycarpa",46,1970,2015,555,-0.0353,-1.78802063702944,1.83929471079601,1.2400312132403
"Bryophytes","Weissia controversa",46,1970,2015,1301,0.5954,-0.867360986802339,2.08658521449449,1.64342968122492
"Bryophytes","Weissia longifolia",46,1970,2015,422,0.499,-1.37090315250491,2.56774628552543,0.973018310201917
"Bryophytes","Weissia perssonii",38,1978,2015,57,2.8485,-1.69541789914152,10.1232300942696,0.0989472682006995
"Bryophytes","Zygodon conoideus",45,1971,2015,1271,6.9458,3.56287594958254,11.4453505625237,0.2267428124166
"Bryophytes","Zygodon rupestris",46,1970,2015,304,0.3097,-1.56724716388351,2.53125894179492,0.837832408206927
"Bryophytes","Zygodon viridissimus s.l.",46,1970,2015,2731,0.4155,-0.432497622416936,1.17551908353094,5.72217491984997
"Carabids","Abax parallelepipedus",44,1971,2014,1196,0.3052,-1.45854626059583,2.04451057634106,1.27037636080076
"Carabids","Acupalpus dubius",44,1971,2014,558,1.9873,-0.172404763601746,4.46443002529617,0.679070648535689
"Carabids","Acupalpus exiguus",42,1973,2014,63,0.6888,-3.03314332230438,4.58483440163081,0.275685779381914
"Carabids","Acupalpus meridianus",41,1971,2011,100,-1.5683,-6.14453876710715,1.21929022882593,0.273879844711776
"Carabids","Acupalpus parvulus",42,1973,2014,125,2.1913,-0.436189126706727,5.10867118758265,0.521850824820095
"Carabids","Agonum emarginatum",44,1970,2013,337,0.1215,-1.43015616788472,1.61546476201059,1.75600584236509
"Carabids","Agonum fuliginosum",44,1971,2014,1074,-0.1038,-1.53475947695053,1.38392892654856,1.79611916552048
"Carabids","Agonum gracile",43,1971,2013,287,1.9169,-0.262363551639145,4.36456336733194,0.734134720964075
"Carabids","Agonum marginatum",45,1970,2014,444,-0.3061,-1.9206895465598,1.30892406392757,1.50103523201956
"Carabids","Agonum micans",43,1971,2013,312,0.3594,-2.20951033504439,3.00078278281778,0.544627095016222
"Carabids","Agonum muelleri",44,1971,2014,443,-0.2478,-2.25370416698028,1.68788952848544,1.20059709430745
"Carabids","Agonum piceum",35,1978,2012,108,0.5486,-2.19782744095552,3.5969005825465,0.522579724032914
"Carabids","Agonum thoreyi",44,1971,2014,600,0.8072,-0.8613391117669,2.56851696403003,1.3586665398186
"Carabids","Agonum viduum",42,1973,2014,181,1.0758,-1.57826142247296,3.98997477582737,0.525300445415599
"Carabids","Amara aenea",44,1971,2014,950,0.3795,-1.17106355881843,1.95898036448012,1.70517792092617
"Carabids","Amara apricaria",43,1971,2013,173,-2.5101,-4.9090272990114,-0.50179722358806,0.737953239762578
"Carabids","Amara bifrons",41,1972,2012,140,-0.819,-2.9837381619179,1.48947019445422,0.745673105112986
"Carabids","Amara communis",43,1972,2014,227,2.6554,0.525428592253671,5.26437976639573,0.69278615737334
"Carabids","Amara consularis",42,1971,2012,53,-0.3395,-2.86832963183916,2.50050858800417,0.566323763750588
"Carabids","Amara convexior",44,1971,2014,124,0.4663,-1.68611297792781,3.03876340897587,0.714495881179168
"Carabids","Amara equestris",43,1970,2012,63,-0.3759,-3.38894542149113,2.45351985044391,0.522508680233916
"Carabids","Amara eurynota",32,1981,2012,67,-1.2291,-5.65926020858053,2.42184284364072,0.255629648039823
"Carabids","Amara familiaris",45,1970,2014,673,-0.53,-1.61903919639138,0.516106223043264,3.53994520989778
"Carabids","Amara fulva",41,1972,2012,82,1.2204,-2.12796583592167,4.78305467898582,0.316100473691462
"Carabids","Amara lucida",43,1972,2014,69,-1.8113,-4.36699778126886,0.756299447627745,0.549792054412267
"Carabids","Amara lunicollis",43,1972,2014,234,-0.0601,-1.88117005865095,1.86951759004995,1.21575622892509
"Carabids","Amara ovata",43,1972,2014,272,1.2122,-0.950754129808022,3.4735728880888,0.80018800078754
"Carabids","Amara plebeja",44,1971,2014,582,-1.2986,-2.99545819117714,-0.00795305497240033,1.78430673708645
"Carabids","Amara similata",44,1971,2014,355,0.664,-0.811671911143005,2.57809551991061,1.3776870870794
"Carabids","Amara tibialis",44,1971,2014,380,0.7614,-1.07103621000521,2.8065451291978,1.04314895279047
"Carabids","Anchomenus dorsalis",44,1971,2014,432,0.016,-1.67398001061964,1.84403863227237,1.33094074932004
"Carabids","Anisodactylus binotatus",43,1972,2014,101,1.0982,-1.36988942995414,3.62983310462145,0.651245152788278
"Carabids","Anthracus consputus",38,1975,2012,81,-2.5649,-8.21780957105554,1.63543402843033,0.156678977457526
"Carabids","Asaphidion curtum",43,1972,2014,233,1.8334,-1.3828547523507,5.11465084823856,0.388608511506908
"Carabids","Asaphidion pallipes",34,1980,2013,54,2.267,-1.52732969964066,6.69636316064209,0.225415228451739
"Carabids","Asaphidion stierlini",41,1972,2012,70,-1.1458,-5.85566974984509,4.18753939278932,0.161100525017021
"Carabids","Badister bullatus",45,1970,2014,505,0.0713,-0.945541705373917,1.03208676088004,4.09221200395291
"Carabids","Badister dilatatus",40,1973,2012,60,-0.5186,-4.82775600137805,3.40702510977111,0.238631346785315
"Carabids","Badister sodalis",42,1972,2013,61,-0.6307,-3.95681854603853,2.43333307931976,0.367533224861422
"Carabids","Bembidion aeneum",44,1971,2014,496,1.7983,-0.777624300989125,4.37552318721334,0.538609682084231
"Carabids","Bembidion articulatum",42,1973,2014,335,-1.1861,-4.59225735966814,2.48757296851561,0.311411850798465
"Carabids","Bembidion assimile",44,1971,2014,344,0.5012,-1.88030165625856,2.92760061033545,0.700140036408176
"Carabids","Bembidion atrocaeruleum",38,1976,2013,127,0.8381,-2.3734558872977,4.4436148068867,0.315907130012222
"Carabids","Bembidion biguttatum",44,1971,2014,654,1.3057,-0.159217112952024,2.99271126301339,1.43016420601084
"Carabids","Bembidion bruxellense",42,1971,2012,99,-1.8948,-4.25922530514933,0.225628469960044,0.728562827852633
"Carabids","Bembidion bualei",33,1973,2005,53,-1.7467,-5.95023154208345,3.38645865548291,0.173656869374126
"Carabids","Bembidion clarkii",36,1976,2011,145,-1.4051,-5.76791660135018,2.61568916883327,0.233903583582949
"Carabids","Bembidion decorum",42,1972,2013,121,0.3949,-2.1826191928591,2.9855283486163,0.606411472566168
"Carabids","Bembidion deletum",44,1970,2013,236,-1.0696,-3.26405090211688,1.22602886117335,0.80086676780404
"Carabids","Bembidion dentellum",44,1971,2014,561,0.3445,-0.71090853749594,1.59087679558125,2.88952499826615
"Carabids","Bembidion doris",42,1973,2014,156,0.6222,-1.75850677291706,3.0888376501229,0.660769996099306
"Carabids","Bembidion femoratum",43,1970,2012,155,-1.3954,-3.68553563160603,1.05910383137439,0.661148519551877
"Carabids","Bembidion fumigatum",41,1970,2010,99,-1.4828,-6.0009441245309,2.916742139019,0.19104303333253
"Carabids","Bembidion gilvipes",43,1972,2014,221,0.4695,-2.17067838924409,3.51560817315042,0.476899279627001
"Carabids","Bembidion guttula",45,1970,2014,940,0.1521,-1.45341125287932,1.91688841244315,1.22723033121584
"Carabids","Bembidion illigeri",43,1972,2014,321,-1.8351,-3.63570771953668,-0.0320062211240015,1.10635724697002
"Carabids","Bembidion iricolor",42,1972,2013,69,-5.3561,-10.2483167849155,-1.2766423068559,0.187378254843593
"Carabids","Bembidion lampros",44,1971,2014,901,0.3409,-0.776779235708287,1.44411062356983,3.14392444822635
"Carabids","Bembidion lunulatum",45,1970,2014,844,1.7026,-0.143441240620882,4.1598382928291,0.899458953285252
"Carabids","Bembidion mannerheimii",44,1971,2014,296,0.548,-1.20515946820594,2.41092242304124,1.14608295287861
"Carabids","Bembidion minimum",42,1971,2012,184,-0.8562,-2.80579948412198,0.836243334829432,1.11053147748945
"Carabids","Bembidion normannum",42,1971,2012,117,-0.5037,-3.1702627690501,2.28077888447951,0.553879054737595
"Carabids","Bembidion obliquum",38,1976,2013,79,5.7635,1.56999206654586,11.2415586173875,0.163656508649326
"Carabids","Bembidion obtusum",44,1971,2014,337,2.5411,-0.0980410233499093,5.99980586383646,0.438815930321145
"Carabids","Bembidion pallidipenne",36,1975,2010,77,-0.6462,-4.11701967804675,2.74216714029491,0.320464145286718
"Carabids","Bembidion properans",43,1972,2014,334,2.8853,0.162342514181506,6.21976047683951,0.399606523305349
"Carabids","Bembidion punctulatum",38,1976,2013,160,0.4659,-1.9548301977105,2.83963762734317,0.685661260775959
"Carabids","Bembidion quadrimaculatum",44,1970,2013,448,-1.5158,-3.0956940637645,0.0320839549893697,1.68056773637713
"Carabids","Bembidion stephensii",39,1973,2011,75,-2.3755,-6.38154496677865,1.14823127706612,0.261905883048597
"Carabids","Bembidion tetracolum",44,1971,2014,987,-0.6349,-1.82116071992779,0.494886163486572,3.05869596427083
"Carabids","Bembidion tibiale",42,1972,2013,195,0.2959,-2.10695597374394,2.98225189786611,0.576349929143674
"Carabids","Bembidion varium",43,1971,2013,263,-0.342,-2.68025433069854,1.49659790358448,0.928449480293887
"Carabids","Brachinus crepitans",44,1971,2014,86,1.159,-1.69882517261277,4.25376004553651,0.447676554936408
"Carabids","Bradycellus harpalinus",44,1971,2014,348,0.1346,-1.01649479513259,1.30757938141817,2.85954597300672
"Carabids","Bradycellus ruficollis",43,1970,2012,157,-0.4865,-2.30892784323126,1.1923617770735,1.26963900292813
"Carabids","Bradycellus sharpi",42,1971,2012,88,-2.019,-4.42696157307943,0.0245935185832024,0.808361629979034
"Carabids","Bradycellus verbasci",44,1971,2014,303,1.8435,-0.151757917343061,4.35745400886512,0.715111904109871
"Carabids","Broscus cephalotes",42,1970,2011,266,-1.5038,-3.49677926837085,0.231460306572773,1.08351358012855
"Carabids","Calathus ambiguus",44,1971,2014,90,-1.0593,-4.22529018811459,1.51464226239549,0.467856108390468
"Carabids","Calathus erratus",44,1971,2014,174,-0.6586,-3.31219511478026,2.22061726272099,0.493458768543343
"Carabids","Calathus fuscipes",44,1971,2014,621,-0.8683,-2.60764363828985,0.580889427839558,1.48047077059313
"Carabids","Calathus melanocephalus",41,1972,2012,288,1.692,-0.347200872132641,3.96548844866018,0.824841108494255
"Carabids","Calathus micropterus",43,1971,2013,153,-0.3411,-3.83583109129956,2.99466600279705,0.33072622909315
"Carabids","Calathus mollis",42,1971,2012,240,-0.8026,-2.54473227867398,0.962652183937706,1.38949342754211
"Carabids","Calathus rotundicollis",44,1971,2014,357,-1.0328,-2.98485835453744,0.783839860679694,1.07422107661043
"Carabids","Calodromius spilotus",42,1971,2012,327,-0.7839,-2.51410973710146,1.148209600778,1.11254455394529
"Carabids","Carabus arvensis",43,1971,2013,75,-0.7015,-4.97187124434094,3.04379714651851,0.241323693771045
"Carabids","Carabus glabratus",35,1979,2013,161,2.0543,-1.24641292495407,6.2846733343058,0.26446177759242
"Carabids","Carabus granulatus",44,1970,2013,298,-1.69,-4.23819637076235,0.815264376331692,0.592527519679205
"Carabids","Carabus intricatus",17,1996,2012,141,0.3441,-6.69837364635941,6.68185298929417,0.087739586639513
